,teamId,win,firstBlood,firstTower,firstInhibitor,firstBaron,firstDragon,firstRiftHerald,towerKills,inhibitorKills,baronKills,dragonKills,vilemawKills,riftHeraldKills,dominionVictoryScore,bans,gameId,ban1,ban2,ban3,ban4,ban5
0,100,Fail,False,False,False,False,False,True,2,0,0,0,0,1,0,"[{'championId': 134, 'pickTurn': 1}, {'championId': 110, 'pickTurn': 2}, {'championId': 104, 'pickTurn': 3}, {'championId': 62, 'pickTurn': 4}, {'championId': 875, 'pickTurn': 5}]",4462305017,134,110,104,62,875
1,200,Win,True,True,False,True,True,False,3,0,1,3,0,1,0,"[{'championId': 245, 'pickTurn': 6}, {'championId': 110, 'pickTurn': 7}, {'championId': 523, 'pickTurn': 8}, {'championId': 76, 'pickTurn': 9}, {'championId': 142, 'pickTurn': 10}]",4462305017,245,110,523,76,142
0,100,Fail,False,False,False,False,False,False,4,0,0,1,0,0,0,"[{'championId': 62, 'pickTurn': 1}, {'championId': 58, 'pickTurn': 2}, {'championId': 875, 'pickTurn': 3}, {'championId': 43, 'pickTurn': 4}, {'championId': 110, 'pickTurn': 5}]",4461437841,62,58,875,43,110
1,200,Win,True,True,True,True,True,True,8,1,1,2,0,2,0,"[{'championId': -1, 'pickTurn': 6}, {'championId': 429, 'pickTurn': 7}, {'championId': 58, 'pickTurn': 8}, {'championId': 23, 'pickTurn': 9}, {'championId': 134, 'pickTurn': 10}]",4461437841,-1,429,58,23,134
0,100,Win,False,True,True,False,True,True,10,3,0,2,0,2,0,"[{'championId': 421, 'pickTurn': 1}, {'championId': 81, 'pickTurn': 2}, {'championId': 266, 'pickTurn': 3}, {'championId': 523, 'pickTurn': 4}, {'championId': -1, 'pickTurn': 5}]",4461979858,421,81,266,523,-1
1,200,Fail,True,False,False,False,False,False,3,0,0,2,0,0,0,"[{'championId': -1, 'pickTurn': 6}, {'championId': 432, 'pickTurn': 7}, {'championId': 110, 'pickTurn': 8}, {'championId': 350, 'pickTurn': 9}, {'championId': 555, 'pickTurn': 10}]",4461979858,-1,432,110,350,555
0,100,Fail,False,False,False,False,True,False,0,0,0,2,0,0,0,"[{'championId': 134, 'pickTurn': 1}, {'championId': 110, 'pickTurn': 2}, {'championId': 76, 'pickTurn': 3}, {'championId': 350, 'pickTurn': 4}, {'championId': 30, 'pickTurn': 5}]",4461930288,134,110,76,350,30
1,200,Win,True,True,False,False,False,True,3,0,0,1,0,1,0,"[{'championId': 429, 'pickTurn': 6}, {'championId': 33, 'pickTurn': 7}, {'championId': 86, 'pickTurn': 8}, {'championId': -1, 'pickTurn': 9}, {'championId': 7, 'pickTurn': 10}]",4461930288,429,33,86,-1,7
0,100,Fail,False,False,False,False,False,False,0,0,0,0,0,0,0,"[{'championId': 412, 'pickTurn': 1}, {'championId': 33, 'pickTurn': 2}, {'championId': 134, 'pickTurn': 3}, {'championId': 245, 'pickTurn': 4}, {'championId': 30, 'pickTurn': 5}]",4461833702,412,33,134,245,30
1,200,Win,True,True,True,False,True,True,9,1,0,3,0,1,0,"[{'championId': 4, 'pickTurn': 6}, {'championId': 81, 'pickTurn': 7}, {'championId': 117, 'pickTurn': 8}, {'championId': 104, 'pickTurn': 9}, {'championId': 245, 'pickTurn': 10}]",4461833702,4,81,117,104,245
0,100,Win,True,True,False,False,True,True,5,0,0,1,0,1,0,"[{'championId': 235, 'pickTurn': 1}, {'championId': -1, 'pickTurn': 2}, {'championId': 350, 'pickTurn': 3}, {'championId': 58, 'pickTurn': 4}, {'championId': 20, 'pickTurn': 5}]",4461185572,235,-1,350,58,20
1,200,Fail,False,False,False,False,False,False,0,0,0,0,0,0,0,"[{'championId': 81, 'pickTurn': 6}, {'championId': 523, 'pickTurn': 7}, {'championId': 62, 'pickTurn': 8}, {'championId': 33, 'pickTurn': 9}, {'championId': 38, 'pickTurn': 10}]",4461185572,81,523,62,33,38
0,100,Fail,True,False,False,False,True,False,2,0,0,1,0,0,0,"[{'championId': 429, 'pickTurn': 1}, {'championId': 76, 'pickTurn': 2}, {'championId': 104, 'pickTurn': 3}, {'championId': -1, 'pickTurn': 4}, {'championId': -1, 'pickTurn': 5}]",4462346686,429,76,104,-1,-1
1,200,Win,False,True,True,True,False,True,7,1,1,3,0,2,0,"[{'championId': 350, 'pickTurn': 6}, {'championId': 142, 'pickTurn': 7}, {'championId': 421, 'pickTurn': 8}, {'championId': 134, 'pickTurn': 9}, {'championId': 429, 'pickTurn': 10}]",4462346686,350,142,421,134,429
0,100,Win,False,True,True,True,True,True,7,1,1,2,0,1,0,"[{'championId': 104, 'pickTurn': 1}, {'championId': 126, 'pickTurn': 2}, {'championId': 81, 'pickTurn': 3}, {'championId': 62, 'pickTurn': 4}, {'championId': 350, 'pickTurn': 5}]",4462269089,104,126,81,62,350
1,200,Fail,True,False,False,False,False,False,3,0,0,1,0,1,0,"[{'championId': 142, 'pickTurn': 6}, {'championId': 429, 'pickTurn': 7}, {'championId': 30, 'pickTurn': 8}, {'championId': 104, 'pickTurn': 9}, {'championId': 523, 'pickTurn': 10}]",4462269089,142,429,30,104,523
0,100,Fail,False,False,False,False,True,False,0,0,0,1,0,0,0,"[{'championId': 81, 'pickTurn': 1}, {'championId': 43, 'pickTurn': 2}, {'championId': 245, 'pickTurn': 3}, {'championId': 86, 'pickTurn': 4}, {'championId': -1, 'pickTurn': 5}]",4461526289,81,43,245,86,-1
1,200,Win,True,True,False,False,False,True,3,0,0,1,0,2,0,"[{'championId': 104, 'pickTurn': 6}, {'championId': 523, 'pickTurn': 7}, {'championId': 81, 'pickTurn': 8}, {'championId': -1, 'pickTurn': 9}, {'championId': 350, 'pickTurn': 10}]",4461526289,104,523,81,-1,350
0,100,Fail,True,False,False,True,False,True,0,0,1,0,0,1,0,"[{'championId': 58, 'pickTurn': 1}, {'championId': 64, 'pickTurn': 2}, {'championId': 81, 'pickTurn': 3}, {'championId': 412, 'pickTurn': 4}, {'championId': 429, 'pickTurn': 5}]",4461339605,58,64,81,412,429
1,200,Win,False,True,False,False,True,False,7,0,0,3,0,1,0,"[{'championId': 110, 'pickTurn': 6}, {'championId': 350, 'pickTurn': 7}, {'championId': 91, 'pickTurn': 8}, {'championId': 142, 'pickTurn': 9}, {'championId': 134, 'pickTurn': 10}]",4461339605,110,350,91,142,134
0,100,Win,True,True,True,False,False,True,6,1,0,0,0,1,0,"[{'championId': 126, 'pickTurn': 1}, {'championId': 266, 'pickTurn': 2}, {'championId': 350, 'pickTurn': 3}, {'championId': -1, 'pickTurn': 4}, {'championId': 81, 'pickTurn': 5}]",4461274509,126,266,350,-1,81
1,200,Fail,False,False,False,False,False,False,0,0,0,0,0,0,0,"[{'championId': 350, 'pickTurn': 6}, {'championId': 7, 'pickTurn': 7}, {'championId': 64, 'pickTurn': 8}, {'championId': 412, 'pickTurn': 9}, {'championId': 126, 'pickTurn': 10}]",4461274509,350,7,64,412,126
0,100,Fail,True,False,False,False,False,False,1,0,0,0,0,0,0,"[{'championId': 875, 'pickTurn': 1}, {'championId': 523, 'pickTurn': 2}, {'championId': 350, 'pickTurn': 3}, {'championId': 62, 'pickTurn': 4}, {'championId': 60, 'pickTurn': 5}]",4461148142,875,523,350,62,60
1,200,Win,False,True,True,False,True,True,9,1,0,3,0,2,0,"[{'championId': 76, 'pickTurn': 6}, {'championId': 412, 'pickTurn': 7}, {'championId': 62, 'pickTurn': 8}, {'championId': 245, 'pickTurn': 9}, {'championId': 110, 'pickTurn': 10}]",4461148142,76,412,62,245,110
0,100,Win,True,True,False,False,True,False,3,0,0,2,0,0,0,"[{'championId': 23, 'pickTurn': 1}, {'championId': 523, 'pickTurn': 2}, {'championId': 142, 'pickTurn': 3}, {'championId': 429, 'pickTurn': 4}, {'championId': 7, 'pickTurn': 5}]",4461142712,23,523,142,429,7
1,200,Fail,False,False,False,False,False,True,1,0,0,1,0,2,0,"[{'championId': 62, 'pickTurn': 6}, {'championId': -1, 'pickTurn': 7}, {'championId': 523, 'pickTurn': 8}, {'championId': 412, 'pickTurn': 9}, {'championId': 81, 'pickTurn': 10}]",4461142712,62,-1,523,412,81
0,100,Fail,True,True,False,False,False,True,2,0,0,0,0,2,0,"[{'championId': 134, 'pickTurn': 1}, {'championId': 62, 'pickTurn': 2}, {'championId': 523, 'pickTurn': 3}, {'championId': -1, 'pickTurn': 4}, {'championId': 429, 'pickTurn': 5}]",4461033630,134,62,523,-1,429
1,200,Win,False,False,False,False,True,False,2,0,0,3,0,0,0,"[{'championId': 126, 'pickTurn': 6}, {'championId': 350, 'pickTurn': 7}, {'championId': 76, 'pickTurn': 8}, {'championId': 523, 'pickTurn': 9}, {'championId': 432, 'pickTurn': 10}]",4461033630,126,350,76,523,432
0,100,Win,True,True,False,True,True,False,3,0,1,2,0,0,0,"[{'championId': 60, 'pickTurn': 1}, {'championId': 58, 'pickTurn': 2}, {'championId': 4, 'pickTurn': 3}, {'championId': 110, 'pickTurn': 4}, {'championId': 57, 'pickTurn': 5}]",4460927107,60,58,4,110,57
1,200,Fail,False,False,False,False,False,True,4,0,0,1,0,2,0,"[{'championId': 41, 'pickTurn': 6}, {'championId': 104, 'pickTurn': 7}, {'championId': -1, 'pickTurn': 8}, {'championId': 523, 'pickTurn': 9}, {'championId': 28, 'pickTurn': 10}]",4460927107,41,104,-1,523,28
0,100,Fail,True,False,False,False,False,False,0,0,0,1,0,0,0,"[{'championId': 20, 'pickTurn': 1}, {'championId': 60, 'pickTurn': 2}, {'championId': 82, 'pickTurn': 3}, {'championId': 555, 'pickTurn': 4}, {'championId': 110, 'pickTurn': 5}]",4460993058,20,60,82,555,110
1,200,Win,False,True,True,True,True,True,9,1,1,3,0,2,0,"[{'championId': 134, 'pickTurn': 6}, {'championId': 76, 'pickTurn': 7}, {'championId': 81, 'pickTurn': 8}, {'championId': 245, 'pickTurn': 9}, {'championId': 30, 'pickTurn': 10}]",4460993058,134,76,81,245,30
0,100,Win,False,False,False,True,False,False,2,0,1,1,0,0,0,"[{'championId': 76, 'pickTurn': 1}, {'championId': 104, 'pickTurn': 2}, {'championId': 4, 'pickTurn': 3}, {'championId': 245, 'pickTurn': 4}, {'championId': 110, 'pickTurn': 5}]",4462491106,76,104,4,245,110
1,200,Fail,True,True,False,False,True,True,1,0,0,2,0,1,0,"[{'championId': 76, 'pickTurn': 6}, {'championId': 145, 'pickTurn': 7}, {'championId': 7, 'pickTurn': 8}, {'championId': 350, 'pickTurn': 9}, {'championId': 875, 'pickTurn': 10}]",4462491106,76,145,7,350,875
0,100,Win,True,True,True,True,False,True,11,2,2,3,0,2,0,"[{'championId': 104, 'pickTurn': 1}, {'championId': 7, 'pickTurn': 2}, {'championId': 555, 'pickTurn': 3}, {'championId': 432, 'pickTurn': 4}, {'championId': 122, 'pickTurn': 5}]",4462144212,104,7,555,432,122
1,200,Fail,False,False,False,False,True,False,3,0,0,2,0,0,0,"[{'championId': 117, 'pickTurn': 6}, {'championId': 875, 'pickTurn': 7}, {'championId': 41, 'pickTurn': 8}, {'championId': 62, 'pickTurn': 9}, {'championId': 4, 'pickTurn': 10}]",4462144212,117,875,41,62,4
0,100,Fail,False,False,False,False,True,False,1,0,0,2,0,0,0,"[{'championId': 523, 'pickTurn': 1}, {'championId': 76, 'pickTurn': 2}, {'championId': 110, 'pickTurn': 3}, {'championId': 350, 'pickTurn': 4}, {'championId': 81, 'pickTurn': 5}]",4462338148,523,76,110,350,81
1,200,Win,True,True,False,False,False,True,5,0,0,0,0,2,0,"[{'championId': 421, 'pickTurn': 6}, {'championId': 81, 'pickTurn': 7}, {'championId': -1, 'pickTurn': 8}, {'championId': 432, 'pickTurn': 9}, {'championId': 62, 'pickTurn': 10}]",4462338148,421,81,-1,432,62
0,100,Win,False,True,False,False,True,True,7,0,0,3,0,1,0,"[{'championId': 92, 'pickTurn': 1}, {'championId': -1, 'pickTurn': 2}, {'championId': 110, 'pickTurn': 3}, {'championId': 76, 'pickTurn': 4}, {'championId': 24, 'pickTurn': 5}]",4457857853,92,-1,110,76,24
1,200,Fail,True,False,False,False,False,False,2,0,0,0,0,1,0,"[{'championId': 62, 'pickTurn': 6}, {'championId': 7, 'pickTurn': 7}, {'championId': 875, 'pickTurn': 8}, {'championId': 429, 'pickTurn': 9}, {'championId': 84, 'pickTurn': 10}]",4457857853,62,7,875,429,84
0,100,Fail,True,True,False,True,False,True,4,0,1,0,0,1,0,"[{'championId': 875, 'pickTurn': 1}, {'championId': -1, 'pickTurn': 2}, {'championId': 350, 'pickTurn': 3}, {'championId': 142, 'pickTurn': 4}, {'championId': 134, 'pickTurn': 5}]",4457797973,875,-1,350,142,134
1,200,Win,False,False,True,False,True,False,10,2,0,4,0,0,0,"[{'championId': 350, 'pickTurn': 6}, {'championId': 80, 'pickTurn': 7}, {'championId': 62, 'pickTurn': 8}, {'championId': 110, 'pickTurn': 9}, {'championId': 523, 'pickTurn': 10}]",4457797973,350,80,62,110,523
0,100,Win,True,True,True,False,False,True,11,2,0,2,0,2,0,"[{'championId': 76, 'pickTurn': 1}, {'championId': 875, 'pickTurn': 2}, {'championId': 62, 'pickTurn': 3}, {'championId': 555, 'pickTurn': 4}, {'championId': 134, 'pickTurn': 5}]",4457606544,76,875,62,555,134
1,200,Fail,False,False,False,False,True,False,3,0,0,2,0,0,0,"[{'championId': 875, 'pickTurn': 6}, {'championId': 104, 'pickTurn': 7}, {'championId': 421, 'pickTurn': 8}, {'championId': -1, 'pickTurn': 9}, {'championId': 350, 'pickTurn': 10}]",4457606544,875,104,421,-1,350
0,100,Fail,True,False,False,True,True,False,3,0,1,2,0,0,0,"[{'championId': -1, 'pickTurn': 1}, {'championId': 875, 'pickTurn': 2}, {'championId': 62, 'pickTurn': 3}, {'championId': 74, 'pickTurn': 4}, {'championId': 60, 'pickTurn': 5}]",4459464737,-1,875,62,74,60
1,200,Win,False,True,True,False,False,True,9,2,0,2,0,1,0,"[{'championId': 875, 'pickTurn': 6}, {'championId': 81, 'pickTurn': 7}, {'championId': 245, 'pickTurn': 8}, {'championId': 58, 'pickTurn': 9}, {'championId': 523, 'pickTurn': 10}]",4459464737,875,81,245,58,523
0,100,Win,True,True,True,True,True,True,9,2,1,3,0,2,0,"[{'championId': 120, 'pickTurn': 1}, {'championId': 38, 'pickTurn': 2}, {'championId': 57, 'pickTurn': 3}, {'championId': 134, 'pickTurn': 4}, {'championId': 4, 'pickTurn': 5}]",4458129980,120,38,57,134,4
1,200,Fail,False,False,False,False,False,False,0,0,0,0,0,0,0,"[{'championId': 62, 'pickTurn': 6}, {'championId': 523, 'pickTurn': 7}, {'championId': 134, 'pickTurn': 8}, {'championId': 76, 'pickTurn': 9}, {'championId': 142, 'pickTurn': 10}]",4458129980,62,523,134,76,142
0,100,Fail,False,False,True,True,True,False,7,1,1,3,0,1,0,"[{'championId': 523, 'pickTurn': 1}, {'championId': 875, 'pickTurn': 2}, {'championId': -1, 'pickTurn': 3}, {'championId': 60, 'pickTurn': 4}, {'championId': 421, 'pickTurn': 5}]",4458115501,523,875,-1,60,421
1,200,Win,True,True,False,False,False,True,9,3,1,2,0,1,0,"[{'championId': 110, 'pickTurn': 6}, {'championId': 62, 'pickTurn': 7}, {'championId': 80, 'pickTurn': 8}, {'championId': 7, 'pickTurn': 9}, {'championId': 104, 'pickTurn': 10}]",4458115501,110,62,80,7,104
0,100,Win,True,True,True,False,False,True,8,1,0,1,0,2,0,"[{'championId': 60, 'pickTurn': 1}, {'championId': 81, 'pickTurn': 2}, {'championId': 114, 'pickTurn': 3}, {'championId': 875, 'pickTurn': 4}, {'championId': 523, 'pickTurn': 5}]",4458142089,60,81,114,875,523
1,200,Fail,False,False,False,False,True,False,0,0,0,1,0,0,0,"[{'championId': 62, 'pickTurn': 6}, {'championId': 110, 'pickTurn': 7}, {'championId': 76, 'pickTurn': 8}, {'championId': 134, 'pickTurn': 9}, {'championId': 142, 'pickTurn': 10}]",4458142089,62,110,76,134,142
0,100,Win,True,True,True,True,True,True,10,1,2,4,0,2,0,"[{'championId': 81, 'pickTurn': 1}, {'championId': 350, 'pickTurn': 2}, {'championId': 64, 'pickTurn': 3}, {'championId': 7, 'pickTurn': 4}, {'championId': 126, 'pickTurn': 5}]",4460470527,81,350,64,7,126
1,200,Fail,False,False,False,False,False,False,1,0,0,0,0,0,0,"[{'championId': 80, 'pickTurn': 6}, {'championId': 110, 'pickTurn': 7}, {'championId': -1, 'pickTurn': 8}, {'championId': 43, 'pickTurn': 9}, {'championId': 126, 'pickTurn': 10}]",4460470527,80,110,-1,43,126
0,100,Fail,False,True,False,False,False,True,3,0,0,1,0,2,0,"[{'championId': 106, 'pickTurn': 1}, {'championId': 245, 'pickTurn': 2}, {'championId': 7, 'pickTurn': 3}, {'championId': 24, 'pickTurn': 4}, {'championId': 104, 'pickTurn': 5}]",4458146996,106,245,7,24,104
1,200,Win,True,False,True,True,True,False,8,1,1,3,0,0,0,"[{'championId': 24, 'pickTurn': 6}, {'championId': 110, 'pickTurn': 7}, {'championId': 81, 'pickTurn': 8}, {'championId': 134, 'pickTurn': 9}, {'championId': 432, 'pickTurn': 10}]",4458146996,24,110,81,134,432
0,100,Win,True,False,True,True,False,False,9,2,1,3,0,1,0,"[{'championId': 350, 'pickTurn': 1}, {'championId': 412, 'pickTurn': 2}, {'championId': 60, 'pickTurn': 3}, {'championId': 4, 'pickTurn': 4}, {'championId': 80, 'pickTurn': 5}]",4458152017,350,412,60,4,80
1,200,Fail,False,True,False,False,True,True,1,0,0,1,0,1,0,"[{'championId': 64, 'pickTurn': 6}, {'championId': 523, 'pickTurn': 7}, {'championId': 62, 'pickTurn': 8}, {'championId': 76, 'pickTurn': 9}, {'championId': 134, 'pickTurn': 10}]",4458152017,64,523,62,76,134
0,100,Fail,True,False,False,True,True,False,4,0,1,3,0,1,0,"[{'championId': 134, 'pickTurn': 1}, {'championId': 81, 'pickTurn': 2}, {'championId': 523, 'pickTurn': 3}, {'championId': 62, 'pickTurn': 4}, {'championId': 142, 'pickTurn': 5}]",4458036430,134,81,523,62,142
1,200,Win,False,True,True,False,False,True,9,1,1,2,0,1,0,"[{'championId': 142, 'pickTurn': 6}, {'championId': 432, 'pickTurn': 7}, {'championId': -1, 'pickTurn': 8}, {'championId': 81, 'pickTurn': 9}, {'championId': 4, 'pickTurn': 10}]",4458036430,142,432,-1,81,4
0,100,Win,False,True,True,False,False,True,7,1,0,1,0,2,0,"[{'championId': 76, 'pickTurn': 1}, {'championId': 350, 'pickTurn': 2}, {'championId': 28, 'pickTurn': 3}, {'championId': 245, 'pickTurn': 4}, {'championId': 58, 'pickTurn': 5}]",4462189103,76,350,28,245,58
1,200,Fail,True,False,False,False,True,False,0,0,0,2,0,0,0,"[{'championId': 875, 'pickTurn': 6}, {'championId': 350, 'pickTurn': 7}, {'championId': 421, 'pickTurn': 8}, {'championId': 134, 'pickTurn': 9}, {'championId': -1, 'pickTurn': 10}]",4462189103,875,350,421,134,-1
0,100,Win,True,True,True,True,False,True,7,2,1,1,0,2,0,"[{'championId': 412, 'pickTurn': 1}, {'championId': 110, 'pickTurn': 2}, {'championId': 76, 'pickTurn': 3}, {'championId': 245, 'pickTurn': 4}, {'championId': 104, 'pickTurn': 5}]",4462102316,412,110,76,245,104
1,200,Fail,False,False,False,False,True,False,2,0,0,2,0,0,0,"[{'championId': 76, 'pickTurn': 6}, {'championId': 43, 'pickTurn': 7}, {'championId': 81, 'pickTurn': 8}, {'championId': 62, 'pickTurn': 9}, {'championId': 350, 'pickTurn': 10}]",4462102316,76,43,81,62,350
0,100,Win,False,False,True,True,True,False,10,2,1,3,0,0,0,"[{'championId': 523, 'pickTurn': 1}, {'championId': 81, 'pickTurn': 2}, {'championId': 350, 'pickTurn': 3}, {'championId': 39, 'pickTurn': 4}, {'championId': 421, 'pickTurn': 5}]",4462014050,523,81,350,39,421
1,200,Fail,True,True,False,False,False,True,7,1,0,1,0,2,0,"[{'championId': 104, 'pickTurn': 6}, {'championId': 80, 'pickTurn': 7}, {'championId': 106, 'pickTurn': 8}, {'championId': 58, 'pickTurn': 9}, {'championId': 429, 'pickTurn': 10}]",4462014050,104,80,106,58,429
0,100,Win,False,True,True,False,False,True,5,1,0,1,0,2,0,"[{'championId': 81, 'pickTurn': 1}, {'championId': 350, 'pickTurn': 2}, {'championId': 421, 'pickTurn': 3}, {'championId': 122, 'pickTurn': 4}, {'championId': 412, 'pickTurn': 5}]",4461925089,81,350,421,122,412
1,200,Fail,True,False,False,False,True,False,0,0,0,2,0,0,0,"[{'championId': 76, 'pickTurn': 6}, {'championId': 80, 'pickTurn': 7}, {'championId': 104, 'pickTurn': 8}, {'championId': 142, 'pickTurn': 9}, {'championId': 350, 'pickTurn': 10}]",4461925089,76,80,104,142,350
0,100,Fail,False,False,False,False,False,False,1,0,0,0,0,0,0,"[{'championId': 9, 'pickTurn': 1}, {'championId': 79, 'pickTurn': 2}, {'championId': 81, 'pickTurn': 3}, {'championId': 350, 'pickTurn': 4}, {'championId': 412, 'pickTurn': 5}]",4462135449,9,79,81,350,412
1,200,Win,True,True,False,False,True,True,3,0,0,3,0,1,0,"[{'championId': 119, 'pickTurn': 6}, {'championId': 7, 'pickTurn': 7}, {'championId': -1, 'pickTurn': 8}, {'championId': 110, 'pickTurn': 9}, {'championId': 142, 'pickTurn': 10}]",4462135449,119,7,-1,110,142
0,100,Win,True,True,True,False,False,True,6,1,0,1,0,2,0,"[{'championId': 76, 'pickTurn': 1}, {'championId': 412, 'pickTurn': 2}, {'championId': 235, 'pickTurn': 3}, {'championId': -1, 'pickTurn': 4}, {'championId': 350, 'pickTurn': 5}]",4462069639,76,412,235,-1,350
1,200,Fail,False,False,False,False,True,False,0,0,0,1,0,0,0,"[{'championId': 60, 'pickTurn': 6}, {'championId': 81, 'pickTurn': 7}, {'championId': 157, 'pickTurn': 8}, {'championId': 82, 'pickTurn': 9}, {'championId': 30, 'pickTurn': 10}]",4462069639,60,81,157,82,30
0,100,Fail,False,False,False,False,False,False,0,0,0,0,0,0,0,"[{'championId': 412, 'pickTurn': 1}, {'championId': 523, 'pickTurn': 2}, {'championId': 104, 'pickTurn': 3}, {'championId': -1, 'pickTurn': 4}, {'championId': -1, 'pickTurn': 5}]",4462305219,412,523,104,-1,-1
1,200,Win,True,True,True,False,False,True,6,1,0,0,0,1,0,"[{'championId': 523, 'pickTurn': 6}, {'championId': 43, 'pickTurn': 7}, {'championId': 67, 'pickTurn': 8}, {'championId': 429, 'pickTurn': 9}, {'championId': 110, 'pickTurn': 10}]",4462305219,523,43,67,429,110
0,100,Fail,False,False,False,False,True,False,3,0,0,3,0,1,0,"[{'championId': 104, 'pickTurn': 1}, {'championId': 246, 'pickTurn': 2}, {'championId': 412, 'pickTurn': 3}, {'championId': 4, 'pickTurn': 4}, {'championId': 126, 'pickTurn': 5}]",4461446801,104,246,412,4,126
1,200,Win,True,True,True,True,False,True,10,2,1,2,0,1,0,"[{'championId': -1, 'pickTurn': 6}, {'championId': 432, 'pickTurn': 7}, {'championId': 7, 'pickTurn': 8}, {'championId': 58, 'pickTurn': 9}, {'championId': 523, 'pickTurn': 10}]",4461446801,-1,432,7,58,523
0,100,Fail,True,True,True,False,True,True,5,1,0,5,0,1,0,"[{'championId': 81, 'pickTurn': 1}, {'championId': 350, 'pickTurn': 2}, {'championId': 7, 'pickTurn': 3}, {'championId': 142, 'pickTurn': 4}, {'championId': 24, 'pickTurn': 5}]",4460642282,81,350,7,142,24
1,200,Win,False,False,False,True,False,False,10,1,3,3,0,0,0,"[{'championId': 517, 'pickTurn': 6}, {'championId': 76, 'pickTurn': 7}, {'championId': 412, 'pickTurn': 8}, {'championId': -1, 'pickTurn': 9}, {'championId': 350, 'pickTurn': 10}]",4460642282,517,76,412,-1,350
